Req Group,Reqs
RG1,FB1
RG2,FB2
RG3,Ta1
RG4,Ta2
RG5,Ta3
RG6,Ta4
RG7,Pr1
RG8,Pr2
RG9,DB1
RG10,DB2
RG11,DB3
RG12,R1
RG13,R2
RG14,R3
RG15,R4
RG16,R5
RG17,A1P
RG18,A2P
RG19,A1T
